Company,Job Title,Application Link,Date Applied,Status,Questions Answered
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 00:02:11,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice✱': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 01:20:02,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice✱': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Unknown Company,Founding AI Engineer,https://jobs.lever.co/menlovc/2a6345ea-3b7a-4371-be09-4ce647036233,2025-02-28 01:23:34,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Yes', 'Are you authorized to work in the United States?': 'No', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice✱': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 01:27:40,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice✱': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Unknown Company,Founding AI Engineer,https://jobs.lever.co/menlovc/2a6345ea-3b7a-4371-be09-4ce647036233,2025-02-28 01:31:08,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Yes', 'Are you authorized to work in the United States?': 'No', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice✱': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 01:38:51,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice✱': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Unknown Company,Founding AI Engineer,https://jobs.lever.co/menlovc/2a6345ea-3b7a-4371-be09-4ce647036233,2025-02-28 01:42:06,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Yes', 'Are you authorized to work in the United States?': 'No', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice✱': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedIn,2025-02-28 01:44:51,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice✱': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Concurrency,Senior Machine Learning Engineer,https://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 01:47:41,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'I have 6 months of experience with Python. I frequently use libraries like Pandas, NumPy, and Matplotlib for data analysis and visualization.', 'Describe your experience with Azure and which features you have worked with professionally': 'I have 4 years of experience working with Microsoft Azure. I have extensively used Azure Virtual Machines, Azure Storage, Azure SQL Database, and Azure Kubernetes Service (AKS). I have also worked with Azure DevOps for CI/CD pipelines and Azure Monitor for logging and monitoring.', 'Describe your experience with OOP best practices': 'I have extensive experience with Object-Oriented Programming (OOP) best practices. I follow principles such as SOLID (Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, and Dependency Inversion) to write clean, maintainable, and scalable code. I also use design patterns like Singleton, Factory, and Observer to solve common problems. Additionally, I ensure proper encapsulation, inheritance, and polymorphism in my code to improve reusability and readability.', 'Please let us know which state you reside in.': 'California ', 'Required sponsorship for employment visa status': 'No', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice✱': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 02:00:44,Failed,"{'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'I acknowledge', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'I acknowledge', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer'}"
Unknown Company,Founding AI Engineer,https://jobs.lever.co/menlovc/2a6345ea-3b7a-4371-be09-4ce647036233,2025-02-28 02:01:46,Failed,{}
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedIn,2025-02-28 02:02:48,Failed,"{'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'I acknowledge', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'I acknowledge', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer'}"
Concurrency,Senior Machine Learning Engineer,https://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 02:04:01,Failed,{}
Federato,Senior Machine Learning Engineer,https://jobs.lever.co/Federato/7ca318a4-1da1-4f79-ad80-7e65b51aa11b/apply?source=LinkedIn,2025-02-28 02:05:12,Failed,{}
Gridmatic,AI Research Scientist,https://jobs.lever.co/gridmatic/91df21b7-9d76-47a1-a88e-35801f801d98?source=LinkedIn,2025-02-28 02:06:50,Failed,{}
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 02:12:17,Failed,"{'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'I acknowledge', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'I acknowledge', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 02:13:46,Failed,"{'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'I acknowledge', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'I acknowledge', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer'}"
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 02:36:24,Failed,"{'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'I acknowledge', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'I acknowledge', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer'}"
Unknown Company,Founding AI Engineer,https://jobs.lever.co/menlovc/2a6345ea-3b7a-4371-be09-4ce647036233,2025-02-28 02:37:33,Failed,{}
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedIn,2025-02-28 02:38:37,Failed,"{'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'I acknowledge', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'I acknowledge', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer'}"
Concurrency,Senior Machine Learning Engineer,https://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 02:39:40,Failed,{}
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 02:43:49,Failed,"{'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'I acknowledge', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'I acknowledge', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer'}"
Unknown Company,Founding AI Engineer,https://jobs.lever.co/menlovc/2a6345ea-3b7a-4371-be09-4ce647036233,2025-02-28 02:45:37,Failed,{}
Woven by Toyota,"Senior Machine Learning Engineer, Autolabeling",https://jobs.lever.co/woven-by-toyota/0da237aa-d218-4a5e-9bb1-3e2157c5961a/apply?source=LinkedInhttps://jobs.lever.co/concurrency/b6883eea-f36f-4082-b184-58395b433e0e/apply?source=LinkedIn,2025-02-28 03:15:59,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Not Answered', 'Are you authorized to work in the United States?': 'Not Answered', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Male', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'No', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'I decline to answer', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
Unknown Company,Founding AI Engineer,https://jobs.lever.co/menlovc/2a6345ea-3b7a-4371-be09-4ce647036233,2025-02-28 03:19:20,Failed,"{'Are you open to a hybrid schedule, based in the SF Bay Area?': 'Yes', 'Are you authorized to work in the United States?': 'No', 'Describe your experience with Python and which libraries you use during your day to day': 'Not Answered', 'Describe your experience with Azure and which features you have worked with professionally': 'Not Answered', 'Describe your experience with OOP best practices': 'Not Answered', 'Please let us know which state you reside in.': 'Not Answered', 'Required sponsorship for employment visa status': 'Not Answered', 'By submitting your application you agree to the handling of your personal data as described in the applicant privacy notice: https://woven.toyota/en/applicant-privacy-notice*': 'Not Answered', 'What gender do you identify as?': 'Not Answered', 'Do you consider yourself a member of the Lesbian, Gay, Bisexual and/or Transgender, Queer and Questioning (LGBTQ) community?': 'Not Answered', 'Do you identify as a Protected Veteran defined as one of the following: Disabled veteran; Recently separated veteran; Active wartime or campaign badge veteran; Armed Forces service medal veteran?': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results': 'Not Answered', 'Please review and acknowledge you read and understood the non-disclosure agreement at the following link: https://woven.toyota/en/careers/nda/': 'Not Answered', 'Woven by Toyota conducts a thorough pre-employment background check as a condition of employment. This check may include verification of your education, employment history, criminal history, and any other relevant information. If you accept an offer of employment, you consent to this background check and acknowledge that any employment offer is contingent upon satisfactory results.': 'Not Answered'}"
